"","number_of_ues","rb","rb_per_ue","count"
"3774",3,42,32,28
"3775",3,42,33,2
"3776",3,42,34,134
"3777",3,42,36,19
"3778",3,42,37,1
"3779",3,43,15,4
"3780",3,43,16,32
"3781",3,43,17,10
"3782",3,43,18,7
"3783",3,43,19,11
"3784",3,43,20,83
"3785",3,43,21,14
"3786",3,43,22,9
"3787",3,43,23,16
"3788",3,43,24,58
"3789",3,43,25,12
"3790",3,43,26,25
"3791",3,43,27,46
"3792",3,43,28,150
"3793",3,43,29,15
"3794",3,43,30,19
"3795",3,43,31,27
"3796",3,43,32,51
"3797",3,43,33,7
"3798",3,43,34,2
"3799",3,43,35,102
"3800",3,43,36,14
"3801",3,43,37,2
"3802",3,43,38,2
"3803",3,44,15,1
"3804",3,44,16,20
"3805",3,44,17,5
"3806",3,44,18,3
"3807",3,44,19,7
"3808",3,44,20,108
"3809",3,44,21,12
"3810",3,44,22,3
"3811",3,44,23,4
"3812",3,44,24,94
"3813",3,44,25,12
"3814",3,44,26,14
"3815",3,44,27,27
"3816",3,44,28,181
"3817",3,44,29,25
"3818",3,44,30,20
"3819",3,44,31,10
"3820",3,44,32,263
"3821",3,44,33,4
"3822",3,44,34,6
"3823",3,44,35,3
"3824",3,44,36,944
"3825",3,44,39,2
"3826",3,44,40,1
"3827",3,45,16,10
"3828",3,45,17,5
"3829",3,45,18,3
"3830",3,45,19,1
"3831",3,45,20,62
"3832",3,45,21,18
"3833",3,45,22,8
"3834",3,45,23,11
"3835",3,45,24,64
"3836",3,45,25,21
"3837",3,45,26,13
"3838",3,45,27,11
"3839",3,45,28,97
"3840",3,45,29,23
"3841",3,45,30,21
"3842",3,45,31,23
"3843",3,45,32,124
"3844",3,45,33,28
"3845",3,45,34,6
"3846",3,45,35,3
"3847",3,45,36,23
"3848",3,45,37,95
"3849",3,45,40,24
"3850",3,46,16,6
"3851",3,46,17,6
"3852",3,46,18,5
"3853",3,46,19,5
"3854",3,46,20,29
"3855",3,46,21,11
"3856",3,46,22,18
"3857",3,46,23,15
"3858",3,46,24,59
"3859",3,46,25,7
"3860",3,46,26,26
"3861",3,46,27,15
"3862",3,46,28,79
"3863",3,46,29,21
"3864",3,46,30,28
"3865",3,46,31,18
"3866",3,46,32,171
"3867",3,46,33,12
"3868",3,46,34,34
"3869",3,46,35,7
"3870",3,46,36,26
"3871",3,46,37,3
"3872",3,46,38,101
"3873",3,46,40,14
"3874",3,46,41,3
"3875",3,47,17,1
"3876",3,47,18,2
"3877",3,47,19,4
"3878",3,47,20,36
"3879",3,47,21,6
"3880",3,47,22,12
"3881",3,47,23,14
"3882",3,47,24,53
"3883",3,47,25,10
"3884",3,47,26,15
"3885",3,47,27,26
"3886",3,47,28,83
"3887",3,47,29,12
"3888",3,47,30,12
"3889",3,47,31,34
"3890",3,47,32,204
"3891",3,47,33,12
"3892",3,47,34,28
"3893",3,47,35,40
"3894",3,47,36,66
"3895",3,47,37,6
"3896",3,47,38,2
"3897",3,47,39,136
"3898",3,47,40,19
"3899",3,47,41,1
"3900",3,47,42,1
"3901",3,48,16,3
"3902",3,48,18,1
"3903",3,48,19,3
"3904",3,48,20,28
"3905",3,48,21,3
"3906",3,48,22,7
"3907",3,48,23,10
"3908",3,48,24,89
"3909",3,48,25,7
"3910",3,48,26,14
"3911",3,48,27,19
"3912",3,48,28,101
"3913",3,48,29,13
"3914",3,48,30,6
"3915",3,48,31,16
"3916",3,48,32,250
"3917",3,48,33,24
"3918",3,48,34,29
"3919",3,48,35,11
"3920",3,48,36,283
"3921",3,48,37,5
"3922",3,48,38,5
"3923",3,48,39,2
"3924",3,48,40,1378
"3925",3,48,41,2
"3926",3,48,44,1
"3927",3,49,17,1
"3928",3,49,19,1
"3929",3,49,20,19
"3930",3,49,21,6
"3931",3,49,22,8
"3932",3,49,23,4
"3933",3,49,24,49
"3934",3,49,25,24
"3935",3,49,26,10
"3936",3,49,27,16
"3937",3,49,28,59
"3938",3,49,29,17
"3939",3,49,30,7
"3940",3,49,31,21
"3941",3,49,32,137
"3942",3,49,33,39
"3943",3,49,34,31
"3944",3,49,35,17
"3945",3,49,36,171
"3946",3,49,37,32
"3947",3,49,38,5
"3948",3,49,39,3
"3949",3,49,40,33
"3950",3,49,41,91
"3951",3,49,43,1
"3952",3,49,44,21
"3953",3,50,17,1
"3954",3,50,19,1
"3955",3,50,20,11
"3956",3,50,21,3
"3957",3,50,22,7
"3958",3,50,23,4
"3959",3,50,24,34
"3960",3,50,25,9
"3961",3,50,26,19
"3962",3,50,27,16
"3963",3,50,28,65
"3964",3,50,29,8
"3965",3,50,30,23
"3966",3,50,31,15
"3967",3,50,32,124
"3968",3,50,33,12
"3969",3,50,34,37
"3970",3,50,35,28
"3971",3,50,36,225
"3972",3,50,37,17
"3973",3,50,38,48
"3974",3,50,39,6
"3975",3,50,40,53
"3976",3,50,42,46
"3977",3,50,44,28
"3978",3,50,45,1
"3979",3,51,19,1
"3980",3,51,20,10
"3981",3,51,21,3
"3982",3,51,22,2
"3983",3,51,23,8
"3984",3,51,24,21
"3985",3,51,25,5
"3986",3,51,26,6
"3987",3,51,27,15
"3988",3,51,28,80
"3989",3,51,29,8
"3990",3,51,30,13
"3991",3,51,31,17
"3992",3,51,32,91
"3993",3,51,33,17
"3994",3,51,34,19
"3995",3,51,35,31
"3996",3,51,36,242
"3997",3,51,37,13
"3998",3,51,38,19
"3999",3,51,39,49
"4000",3,51,40,80
"4001",3,51,41,2
"4002",3,51,43,42
"4003",3,51,44,23
"4004",3,52,20,4
"4005",3,52,22,3
"4006",3,52,23,4
"4007",3,52,24,51
"4008",3,52,25,11
"4009",3,52,26,6
"4010",3,52,27,7
"4011",3,52,28,122
"4012",3,52,29,11
"4013",3,52,30,7
"4014",3,52,31,9
"4015",3,52,32,152
"4016",3,52,33,14
"4017",3,52,34,13
"4018",3,52,35,16
"4019",3,52,36,323
"4020",3,52,37,29
"4021",3,52,38,22
"4022",3,52,39,14
"4023",3,52,40,402
"4024",3,52,41,9
"4025",3,52,42,1
"4026",3,52,43,2
"4027",3,52,44,1603
"4028",3,52,46,2
"4029",3,52,47,3
"4030",3,53,20,4
"4031",3,53,21,4
"4032",3,53,22,1
"4033",3,53,23,4
"4034",3,53,24,19
"4035",3,53,25,15
"4036",3,53,26,3
"4037",3,53,27,8
"4038",3,53,28,53
"4039",3,53,29,12
"4040",3,53,30,10
"4041",3,53,31,8
"4042",3,53,32,76
"4043",3,53,33,18
"4044",3,53,34,11
"4045",3,53,35,9
"4046",3,53,36,182
"4047",3,53,37,30
"4048",3,53,38,27
"4049",3,53,39,37
"4050",3,53,40,229
"4051",3,53,41,38
"4052",3,53,42,4
"4053",3,53,43,3
"4054",3,53,44,32
"4055",3,53,45,43
"4056",3,53,48,32
"4057",3,54,20,2
"4058",3,54,21,1
"4059",3,54,22,2
"4060",3,54,24,19
"4061",3,54,25,3
"4062",3,54,26,10
"4063",3,54,27,4
"4064",3,54,28,44
"4065",3,54,29,4
"4066",3,54,30,14
"4067",3,54,31,10
"4068",3,54,32,86
"4069",3,54,33,9
"4070",3,54,34,26
"4071",3,54,35,12
"4072",3,54,36,166
"4073",3,54,37,20
"4074",3,54,38,42
"4075",3,54,39,25
"4076",3,54,40,327
"4077",3,54,41,12
"4078",3,54,42,12
"4079",3,54,43,4
"4080",3,54,44,60
"4081",3,54,45,1
"4082",3,54,46,57
"4083",3,54,47,2
"4084",3,54,48,19
"4085",3,55,18,1
"4086",3,55,20,4
"4087",3,55,22,1
"4088",3,55,24,15
"4089",3,55,25,4
"4090",3,55,26,7
"4091",3,55,27,20
"4092",3,55,28,47
"4093",3,55,29,4
"4094",3,55,30,9
"4095",3,55,31,16
"4096",3,55,32,92
"4097",3,55,33,8
"4098",3,55,34,11
"4099",3,55,35,21
"4100",3,55,36,149
"4101",3,55,37,10
"4102",3,55,38,18
"4103",3,55,39,43
"4104",3,55,40,333
"4105",3,55,41,20
"4106",3,55,42,4
"4107",3,55,43,11
"4108",3,55,44,109
"4109",3,55,45,2
"4110",3,55,46,2
"4111",3,55,47,39
"4112",3,55,48,19
"4113",3,55,49,1
"4114",3,56,22,1
"4115",3,56,23,3
"4116",3,56,24,17
"4117",3,56,25,1
"4118",3,56,26,1
"4119",3,56,27,3
"4120",3,56,28,93
"4121",3,56,29,4
"4122",3,56,30,6
"4123",3,56,31,7
"4124",3,56,32,131
"4125",3,56,33,5
"4126",3,56,34,5
"4127",3,56,35,12
"4128",3,56,36,210
"4129",3,56,37,12
"4130",3,56,38,14
"4131",3,56,39,23
"4132",3,56,40,455
"4133",3,56,41,21
"4134",3,56,42,5
"4135",3,56,43,5
"4136",3,56,44,445
"4137",3,56,45,4
"4138",3,56,48,1704
"4139",3,56,51,1
"4140",3,57,20,1
"4141",3,57,21,1
"4142",3,57,23,1
"4143",3,57,24,13
"4144",3,57,25,4
"4145",3,57,26,5
"4146",3,57,27,2
"4147",3,57,28,28
"4148",3,57,29,15
"4149",3,57,30,5
"4150",3,57,31,7
"4151",3,57,32,63
"4152",3,57,33,25
"4153",3,57,34,8
"4154",3,57,35,8
"4155",3,57,36,148
"4156",3,57,37,11
"4157",3,57,38,12
"4158",3,57,39,18
"4159",3,57,40,251
"4160",3,57,41,35
"4161",3,57,42,8
"4162",3,57,43,12
"4163",3,57,44,272
"4164",3,57,45,5
"4165",3,57,46,1
"4166",3,57,47,2
"4167",3,57,48,41
"4168",3,57,49,45
"4169",3,57,52,33
"4170",3,58,21,2
"4171",3,58,24,7
"4172",3,58,25,2
"4173",3,58,26,6
"4174",3,58,27,3
"4175",3,58,28,33
"4176",3,58,29,6
"4177",3,58,30,9
"4178",3,58,31,6
"4179",3,58,32,53
"4180",3,58,33,9
"4181",3,58,34,13
"4182",3,58,35,4
"4183",3,58,36,134
"4184",3,58,37,6
"4185",3,58,38,33
"4186",3,58,39,14
"4187",3,58,40,202
"4188",3,58,41,15
"4189",3,58,42,13
"4190",3,58,43,9
"4191",3,58,44,372
"4192",3,58,45,5
"4193",3,58,46,9
"4194",3,58,47,2
"4195",3,58,48,73
"4196",3,58,50,80
"4197",3,58,52,29
"4198",3,59,22,1
"4199",3,59,24,7
"4200",3,59,25,3
"4201",3,59,26,2
"4202",3,59,27,3
"4203",3,59,28,26
"4204",3,59,29,2
"4205",3,59,30,8
"4206",3,59,31,13
"4207",3,59,32,51
"4208",3,59,33,3
"4209",3,59,34,5
"4210",3,59,35,15
"4211",3,59,36,139
"4212",3,59,37,8
"4213",3,59,38,12
"4214",3,59,39,21
"4215",3,59,40,183
"4216",3,59,41,14
"4217",3,59,42,6
"4218",3,59,43,22
"4219",3,59,44,417
"4220",3,59,45,8
"4221",3,59,46,3
"4222",3,59,47,6
"4223",3,59,48,143
"4224",3,59,49,3
"4225",3,59,50,2
"4226",3,59,51,19
"4227",3,59,52,26
"4228",3,59,53,1
"4229",3,60,20,1
"4230",3,60,24,4
"4231",3,60,26,1
"4232",3,60,27,2
"4233",3,60,28,43
"4234",3,60,29,4
"4235",3,60,30,3
"4236",3,60,31,4
"4237",3,60,32,88
"4238",3,60,33,6
"4239",3,60,34,6
"4240",3,60,35,14
"4241",3,60,36,174
"4242",3,60,37,9
"4243",3,60,38,7
"4244",3,60,39,8
"4245",3,60,40,289
"4246",3,60,41,9
"4247",3,60,42,10
"4248",3,60,43,11
"4249",3,60,44,574
"4250",3,60,45,10
"4251",3,60,46,9
"4252",3,60,47,4
"4253",3,60,48,569
"4254",3,60,49,2
"4255",3,60,50,1
"4256",3,60,51,1
"4257",3,60,52,1768
"4258",3,61,24,2
"4259",3,61,25,1
"4260",3,61,26,2
"4261",3,61,27,1
"4262",3,61,28,23
"4263",3,61,29,7
"4264",3,61,30,3
"4265",3,61,31,5
"4266",3,61,32,47
"4267",3,61,33,15
"4268",3,61,34,6
"4269",3,61,35,6
"4270",3,61,36,131
"4271",3,61,37,5
"4272",3,61,38,8
"4273",3,61,39,12
"4274",3,61,40,166
"4275",3,61,41,19
"4276",3,61,42,4
"4277",3,61,43,5
"4278",3,61,44,313
"4279",3,61,45,8
"4280",3,61,46,7
"4281",3,61,47,6
"4282",3,61,48,356
"4283",3,61,49,8
"4284",3,61,50,2
"4285",3,61,52,43
"4286",3,61,53,42
"4287",3,61,54,1
"4288",3,61,56,24
"4289",3,62,22,1
"4290",3,62,24,2
"4291",3,62,25,2
"4292",3,62,26,1
"4293",3,62,27,5
"4294",3,62,28,13
"4295",3,62,29,4
"4296",3,62,30,11
"4297",3,62,31,2
"4298",3,62,32,36
"4299",3,62,33,4
"4300",3,62,34,16
"4301",3,62,35,3
"4302",3,62,36,96
"4303",3,62,37,7
"4304",3,62,38,25
"4305",3,62,39,6
"4306",3,62,40,165
"4307",3,62,41,7
"4308",3,62,42,4
"4309",3,62,43,7
"4310",3,62,44,280
"4311",3,62,45,6
"4312",3,62,46,4
"4313",3,62,47,5
"4314",3,62,48,354
"4315",3,62,49,3
"4316",3,62,50,16
"4317",3,62,51,2
"4318",3,62,52,68
"4319",3,62,54,58
"4320",3,62,56,27
"4321",3,63,23,1
"4322",3,63,26,4
"4323",3,63,28,15
"4324",3,63,29,2
"4325",3,63,30,4
"4326",3,63,31,15
"4327",3,63,32,44
"4328",3,63,33,4
"4329",3,63,34,6
"4330",3,63,35,10
"4331",3,63,36,78
"4332",3,63,37,8
"4333",3,63,38,3
"4334",3,63,39,17
"4335",3,63,40,139
"4336",3,63,41,13
"4337",3,63,42,2
"4338",3,63,43,16
"4339",3,63,44,246
"4340",3,63,45,5
"4341",3,63,46,4
"4342",3,63,47,13
"4343",3,63,48,489
"4344",3,63,49,7
"4345",3,63,50,9
"4346",3,63,51,9
"4347",3,63,52,114
"4348",3,63,53,1
"4349",3,63,55,38
"4350",3,63,56,24
"4351",3,63,58,1
"4352",3,64,24,2
"4353",3,64,25,1
"4354",3,64,28,12
"4355",3,64,29,2
"4356",3,64,30,3
"4357",3,64,31,5
"4358",3,64,32,97
"4359",3,64,33,3
"4360",3,64,34,4
"4361",3,64,35,2
"4362",3,64,36,148
"4363",3,64,37,10
"4364",3,64,38,3
"4365",3,64,39,6
"4366",3,64,40,227
"4367",3,64,41,6
"4368",3,64,42,1
"4369",3,64,43,12
"4370",3,64,44,324
"4371",3,64,45,3
"4372",3,64,46,2
"4373",3,64,47,6
"4374",3,64,48,672
"4375",3,64,49,9
"4376",3,64,50,9
"4377",3,64,51,6
"4378",3,64,52,556
"4379",3,64,54,2
"4380",3,64,56,1537
"4381",3,64,58,1
"4382",3,65,23,1
"4383",3,65,24,2
"4384",3,65,25,1
"4385",3,65,27,2
"4386",3,65,28,20
"4387",3,65,29,9
"4388",3,65,30,3
"4389",3,65,31,4
"4390",3,65,32,34
"4391",3,65,33,11
"4392",3,65,34,4
"4393",3,65,35,5
"4394",3,65,36,49
"4395",3,65,37,8
"4396",3,65,38,4
"4397",3,65,39,9
"4398",3,65,40,114
"4399",3,65,41,18
"4400",3,65,42,1
"4401",3,65,43,5
"4402",3,65,44,225
"4403",3,65,45,9
"4404",3,65,46,1
"4405",3,65,47,9
"4406",3,65,48,372
"4407",3,65,49,5
"4408",3,65,50,10
"4409",3,65,51,4
"4410",3,65,52,319
"4411",3,65,53,11
"4412",3,65,54,2
"4413",3,65,56,34
"4414",3,65,57,27
"4415",3,65,59,2
"4416",3,65,60,26
"4417",3,66,27,1
"4418",3,66,28,60
"4419",3,66,30,4
"4420",3,66,31,5
"4421",3,66,32,35
"4422",3,66,33,4
"4423",3,66,34,12
"4424",3,66,35,1
"4425",3,66,36,45
"4426",3,66,37,2
"4427",3,66,38,13
"4428",3,66,39,4
"4429",3,66,40,89
"4430",3,66,41,9
"4431",3,66,43,8
"4432",3,66,44,202
"4433",3,66,45,5
"4434",3,66,46,7
"4435",3,66,47,5
"4436",3,66,48,298
"4437",3,66,49,5
"4438",3,66,50,13
"4439",3,66,51,3
"4440",3,66,52,402
"4441",3,66,53,3
"4442",3,66,54,10
"4443",3,66,55,2
"4444",3,66,56,55
"4445",3,66,58,27
"4446",3,66,60,16
"4447",3,67,24,1
"4448",3,67,26,1
"4449",3,67,27,1
"4450",3,67,28,10
"4451",3,67,29,2
"4452",3,67,30,5
"4453",3,67,31,11
"4454",3,67,32,30
"4455",3,67,33,3
"4456",3,67,34,3
"4457",3,67,35,11
"4458",3,67,36,43
"4459",3,67,37,3
"4460",3,67,38,4
"4461",3,67,39,13
"4462",3,67,40,92
"4463",3,67,41,7
"4464",3,67,42,5
"4465",3,67,43,8
"4466",3,67,44,193
"4467",3,67,45,4
"4468",3,67,46,4
"4469",3,67,47,15
"4470",3,67,48,272
"4471",3,67,49,7
"4472",3,67,50,7
"4473",3,67,52,476
"4474",3,67,53,5
"4475",3,67,54,4
"4476",3,67,55,8
"4477",3,67,56,104
"4478",3,67,59,38
"4479",3,67,60,31
"4480",3,67,61,1
"4481",3,67,62,1
"4482",3,68,28,8
"4483",3,68,29,1
"4484",3,68,30,1
"4485",3,68,31,5
"4486",3,68,32,79
"4487",3,68,33,2
"4488",3,68,35,1
"4489",3,68,36,131
"4490",3,68,37,1
"4491",3,68,38,4
"4492",3,68,39,2
"4493",3,68,40,178
"4494",3,68,41,2
"4495",3,68,42,1
"4496",3,68,43,7
"4497",3,68,44,311
"4498",3,68,45,3
"4499",3,68,47,7
"4500",3,68,48,377
"4501",3,68,49,6
"4502",3,68,50,5
"4503",3,68,51,4
"4504",3,68,52,619
"4505",3,68,53,6
"4506",3,68,54,8
"4507",3,68,55,6
"4508",3,68,56,458
"4509",3,68,58,1
"4510",3,68,59,1
"4511",3,68,60,1170
"4512",3,68,62,1
"4513",3,69,28,4
"4514",3,69,29,2
"4515",3,69,31,2
"4516",3,69,32,25
"4517",3,69,33,10
"4518",3,69,34,1
"4519",3,69,35,1
"4520",3,69,36,48
"4521",3,69,37,10
"4522",3,69,38,6
"4523",3,69,39,6
"4524",3,69,40,73
"4525",3,69,41,10
"4526",3,69,42,1
"4527",3,69,43,1
"4528",3,69,44,170
"4529",3,69,45,6
"4530",3,69,46,2
"4531",3,69,47,4
"4532",3,69,48,231
"4533",3,69,49,7
"4534",3,69,50,9
"4535",3,69,51,4
"4536",3,69,52,368
"4537",3,69,53,17
"4538",3,69,54,12
"4539",3,69,55,7
"4540",3,69,56,246
"4541",3,69,57,9
"4542",3,69,58,4
"4543",3,69,59,3
"4544",3,69,60,31
"4545",3,69,61,50
"4546",3,69,62,1
"4547",3,69,63,1
"4548",3,69,64,17
"4549",3,70,26,2
"4550",3,70,28,3
"4551",3,70,30,5
"4552",3,70,31,4
"4553",3,70,32,186
"4554",3,70,33,4
"4555",3,70,34,16
"4556",3,70,35,3
"4557",3,70,36,36
"4558",3,70,37,4
"4559",3,70,38,20
"4560",3,70,39,2
"4561",3,70,40,59
"4562",3,70,41,3
"4563",3,70,42,7
"4564",3,70,43,1
"4565",3,70,44,118
"4566",3,70,45,6
"4567",3,70,46,4
"4568",3,70,47,5
"4569",3,70,48,219
"4570",3,70,49,5
"4571",3,70,50,11
"4572",3,70,51,2
"4573",3,70,52,305
"4574",3,70,53,6
"4575",3,70,54,22
"4576",3,70,55,2
"4577",3,70,56,343
"4578",3,70,57,4
"4579",3,70,58,5
"4580",3,70,59,3
"4581",3,70,60,39
"4582",3,70,61,1
"4583",3,70,62,37
"4584",3,70,63,1
"4585",3,70,64,10
"4586",3,71,28,1
"4587",3,71,30,4
"4588",3,71,31,4
"4589",3,71,32,17
"4590",3,71,33,1
"4591",3,71,34,11
"4592",3,71,35,11
"4593",3,71,36,47
"4594",3,71,37,1
"4595",3,71,38,1
"4596",3,71,39,17
"4597",3,71,40,68
"4598",3,71,41,6
"4599",3,71,42,1
"4600",3,71,43,6
"4601",3,71,44,120
"4602",3,71,45,2
"4603",3,71,46,3
"4604",3,71,47,7
"4605",3,71,48,197
"4606",3,71,49,2
"4607",3,71,50,5
"4608",3,71,51,3
"4609",3,71,52,291
"4610",3,71,53,9
"4611",3,71,54,3
"4612",3,71,55,7
"4613",3,71,56,400
"4614",3,71,57,4
"4615",3,71,58,1
"4616",3,71,59,9
"4617",3,71,60,85
"4618",3,71,61,1
"4619",3,71,62,2
"4620",3,71,63,39
"4621",3,71,64,13
"4622",3,71,66,2
"4623",3,72,24,1
"4624",3,72,28,3
"4625",3,72,30,2
"4626",3,72,31,2
"4627",3,72,32,33
"4628",3,72,33,1
"4629",3,72,34,3
"4630",3,72,35,1
"4631",3,72,36,127
"4632",3,72,37,4
"4633",3,72,38,1
"4634",3,72,39,3
"4635",3,72,40,148
"4636",3,72,41,4
"4637",3,72,42,1
"4638",3,72,43,5
"4639",3,72,44,197
"4640",3,72,45,1
"4641",3,72,46,3
"4642",3,72,47,6
"4643",3,72,48,315
"4644",3,72,49,2
"4645",3,72,50,6
"4646",3,72,51,3
"4647",3,72,52,339
"4648",3,72,53,3
"4649",3,72,54,7
"4650",3,72,55,6
"4651",3,72,56,540
"4652",3,72,57,3
"4653",3,72,58,8
"4654",3,72,59,2
"4655",3,72,60,353
"4656",3,72,62,1
"4657",3,72,64,812
"4658",3,73,28,1
"4659",3,73,29,2
"4660",3,73,30,1
"4661",3,73,31,2
"4662",3,73,32,14
"4663",3,73,33,7
"4664",3,73,34,5
"4665",3,73,35,4
"4666",3,73,36,52
"4667",3,73,37,15
"4668",3,73,38,4
"4669",3,73,39,2
"4670",3,73,40,69
"4671",3,73,41,7
"4672",3,73,42,1
"4673",3,73,43,2
"4674",3,73,44,92
"4675",3,73,45,3
"4676",3,73,46,2
"4677",3,73,47,1
"4678",3,73,48,183
"4679",3,73,49,6
"4680",3,73,50,3
"4681",3,73,51,2
"4682",3,73,52,247
"4683",3,73,53,7
"4684",3,73,54,6
"4685",3,73,55,5
"4686",3,73,56,331
"4687",3,73,57,2
"4688",3,73,58,3
"4689",3,73,59,9
"4690",3,73,60,194
"4691",3,73,61,21
"4692",3,73,63,1
"4693",3,73,64,22
"4694",3,73,65,27
"4695",3,73,68,11
"4696",3,74,28,1
"4697",3,74,32,22
"4698",3,74,33,2
"4699",3,74,34,7
"4700",3,74,35,3
"4701",3,74,36,46
"4702",3,74,37,4
"4703",3,74,38,8
"4704",3,74,39,4
"4705",3,74,40,57
"4706",3,74,41,1
"4707",3,74,42,2
"4708",3,74,43,2
"4709",3,74,44,97
"4710",3,74,45,1
"4711",3,74,46,5
"4712",3,74,47,1
"4713",3,74,48,144
"4714",3,74,50,4
"4715",3,74,51,4
"4716",3,74,52,232
"4717",3,74,53,4
"4718",3,74,54,13
"4719",3,74,55,4
"4720",3,74,56,262
"4721",3,74,57,2
"4722",3,74,58,9
"4723",3,74,59,7
"4724",3,74,60,251
"4725",3,74,61,7
"4726",3,74,62,8
"4727",3,74,63,2
"4728",3,74,64,28
"4729",3,74,66,25
"4730",3,74,67,1
"4731",3,74,68,14
"4732",3,75,27,1
"4733",3,75,28,1
"4734",3,75,29,1
"4735",3,75,31,1
"4736",3,75,32,15
"4737",3,75,33,3
"4738",3,75,34,5
"4739",3,75,35,4
"4740",3,75,36,42
"4741",3,75,37,1
"4742",3,75,38,2
"4743",3,75,39,16
"4744",3,75,40,50
"4745",3,75,41,4
"4746",3,75,42,1
"4747",3,75,43,6
"4748",3,75,44,99
"4749",3,75,45,1
"4750",3,75,46,1
"4751",3,75,47,5
"4752",3,75,48,131
"4753",3,75,49,2
"4754",3,75,50,2
"4755",3,75,51,4
"4756",3,75,52,231
"4757",3,75,53,4
"4758",3,75,54,9
"4759",3,75,55,4
"4760",3,75,56,231
"4761",3,75,57,7
"4762",3,75,58,6
"4763",3,75,59,13
"4764",3,75,60,330
"4765",3,75,61,10
"4766",3,75,62,7
"4767",3,75,63,10
"4768",3,75,64,52
"4769",3,75,65,1
"4770",3,75,66,2
"4771",3,75,67,33
"4772",3,75,68,9
"4773",3,76,28,2
"4774",3,76,31,1
"4775",3,76,32,11
"4776",3,76,33,2
"4777",3,76,34,1
"4778",3,76,35,3
"4779",3,76,36,125
"4780",3,76,37,2
"4781",3,76,38,2
"4782",3,76,39,1
"4783",3,76,40,204
"4784",3,76,41,3
"4785",3,76,43,1
"4786",3,76,44,217
"4787",3,76,47,4
"4788",3,76,48,233
"4789",3,76,50,3
"4790",3,76,51,4
"4791",3,76,52,314
"4792",3,76,54,6
"4793",3,76,55,3
"4794",3,76,56,301
"4795",3,76,57,4
"4796",3,76,58,4
"4797",3,76,59,4
"4798",3,76,60,420
"4799",3,76,61,4
"4800",3,76,62,2
"4801",3,76,63,5
"4802",3,76,64,258
"4803",3,76,65,4
"4804",3,76,68,537
"4805",3,77,31,1
"4806",3,77,32,11
"4807",3,77,33,1
"4808",3,77,34,1
"4809",3,77,35,2
"4810",3,77,36,39
"4811",3,77,37,18
"4812",3,77,38,4
"4813",3,77,39,3
"4814",3,77,40,53
"4815",3,77,41,15
"4816",3,77,42,1
"4817",3,77,43,4
"4818",3,77,44,89
"4819",3,77,45,2
"4820",3,77,46,2
"4821",3,77,47,1
"4822",3,77,48,85
"4823",3,77,49,4
"4824",3,77,50,5
"4825",3,77,51,2
"4826",3,77,52,207
"4827",3,77,53,4
"4828",3,77,54,4
"4829",3,77,55,3
"4830",3,77,56,199
"4831",3,77,57,3
"4832",3,77,58,1
"4833",3,77,59,6
"4834",3,77,60,253
"4835",3,77,61,14
"4836",3,77,62,13
"4837",3,77,63,4
"4838",3,77,64,160
"4839",3,77,65,11
"4840",3,77,66,1
"4841",3,77,67,1
"4842",3,77,68,9
"4843",3,77,69,39
"4844",3,77,70,1
"4845",3,77,72,5
"4846",3,78,28,1
"4847",3,78,30,1
"4848",3,78,32,4
"4849",3,78,33,1
"4850",3,78,34,2
"4851",3,78,35,1
"4852",3,78,36,37
"4853",3,78,37,2
"4854",3,78,38,16
"4855",3,78,39,4
"4856",3,78,40,60
"4857",3,78,41,2
"4858",3,78,42,7
"4859",3,78,44,72
"4860",3,78,46,2
"4861",3,78,48,87
"4862",3,78,49,4
"4863",3,78,50,4
"4864",3,78,51,2
"4865",3,78,52,148
"4866",3,78,53,5
"4867",3,78,54,5
"4868",3,78,55,3
"4869",3,78,56,191
"4870",3,78,57,2
"4871",3,78,58,4
"4872",3,78,59,6
"4873",3,78,60,200
"4874",3,78,61,7
"4875",3,78,62,8
"4876",3,78,63,11
"4877",3,78,64,202
"4878",3,78,65,3
"4879",3,78,66,12
"4880",3,78,67,2
"4881",3,78,68,22
"4882",3,78,70,42
"4883",3,78,71,1
"4884",3,78,72,2
"4885",3,79,32,4
"4886",3,79,33,1
"4887",3,79,34,2
"4888",3,79,35,2
"4889",3,79,36,31
"4890",3,79,37,4
"4891",3,79,38,8
"4892",3,79,39,16
"4893",3,79,40,64
"4894",3,79,41,4
"4895",3,79,43,4
"4896",3,79,44,73
"4897",3,79,46,1
"4898",3,79,47,6
"4899",3,79,48,110
"4900",3,79,49,2
"4901",3,79,50,3
"4902",3,79,51,3
"4903",3,79,52,152
"4904",3,79,53,2
"4905",3,79,54,2
"4906",3,79,55,7
"4907",3,79,56,176
"4908",3,79,57,3
"4909",3,79,58,1
"4910",3,79,59,15
"4911",3,79,60,147
"4912",3,79,61,6
"4913",3,79,62,5
"4914",3,79,63,5
"4915",3,79,64,222
"4916",3,79,65,5
"4917",3,79,66,7
"4918",3,79,67,4
"4919",3,79,68,36
"4920",3,79,70,1
"4921",3,79,71,21
"4922",3,79,72,2
"4923",3,80,32,6
"4924",3,80,33,2
"4925",3,80,35,1
"4926",3,80,36,53
"4927",3,80,37,4
"4928",3,80,38,5
"4929",3,80,39,7
"4930",3,80,40,259
"4931",3,80,41,3
"4932",3,80,42,2
"4933",3,80,43,1
"4934",3,80,44,257
"4935",3,80,45,1
"4936",3,80,47,1
"4937",3,80,48,230
