"","number_of_ues","rb","rb_per_ue","count"
"14192",4,194,64,5
"14193",4,194,68,11
"14194",4,194,70,3
"14195",4,194,71,2
"14196",4,194,72,6
"14197",4,194,76,9
"14198",4,194,78,3
"14199",4,194,80,12
"14200",4,194,81,1
"14201",4,194,82,3
"14202",4,194,84,12
"14203",4,194,86,1
"14204",4,194,88,10
"14205",4,194,90,2
"14206",4,194,92,25
"14207",4,194,94,1
"14208",4,194,96,21
"14209",4,194,100,37
"14210",4,195,56,4
"14211",4,195,59,2
"14212",4,195,60,1
"14213",4,195,63,2
"14214",4,195,64,8
"14215",4,195,65,1
"14216",4,195,66,1
"14217",4,195,67,4
"14218",4,195,68,17
"14219",4,195,72,5
"14220",4,195,76,8
"14221",4,195,79,1
"14222",4,195,80,6
"14223",4,195,81,1
"14224",4,195,84,13
"14225",4,195,87,1
"14226",4,195,88,11
"14227",4,195,90,1
"14228",4,195,91,1
"14229",4,195,92,37
"14230",4,195,95,2
"14231",4,195,96,30
"14232",4,195,100,34
"14233",4,196,52,12
"14234",4,196,56,25
"14235",4,196,60,26
"14236",4,196,64,34
"14237",4,196,65,1
"14238",4,196,66,1
"14239",4,196,67,1
"14240",4,196,68,18
"14241",4,196,70,1
"14242",4,196,71,1
"14243",4,196,72,19
"14244",4,196,74,2
"14245",4,196,76,28
"14246",4,196,77,1
"14247",4,196,78,1
"14248",4,196,79,2
"14249",4,196,80,29
"14250",4,196,81,1
"14251",4,196,82,1
"14252",4,196,83,1
"14253",4,196,84,49
"14254",4,196,88,62
"14255",4,196,92,51
"14256",4,196,96,116
"14257",4,196,100,65
"14258",4,197,56,3
"14259",4,197,57,1
"14260",4,197,60,3
"14261",4,197,63,1
"14262",4,197,64,5
"14263",4,197,65,1
"14264",4,197,68,7
"14265",4,197,70,1
"14266",4,197,72,6
"14267",4,197,73,2
"14268",4,197,74,1
"14269",4,197,76,5
"14270",4,197,77,2
"14271",4,197,80,3
"14272",4,197,81,2
"14273",4,197,83,1
"14274",4,197,84,11
"14275",4,197,85,1
"14276",4,197,86,1
"14277",4,197,88,11
"14278",4,197,91,1
"14279",4,197,92,30
"14280",4,197,96,28
"14281",4,197,100,52
"14282",4,198,52,1
"14283",4,198,56,2
"14284",4,198,57,1
"14285",4,198,60,2
"14286",4,198,63,1
"14287",4,198,64,4
"14288",4,198,66,1
"14289",4,198,68,6
"14290",4,198,69,2
"14291",4,198,70,2
"14292",4,198,72,9
"14293",4,198,74,3
"14294",4,198,76,5
"14295",4,198,78,1
"14296",4,198,80,9
"14297",4,198,81,1
"14298",4,198,82,2
"14299",4,198,83,1
"14300",4,198,84,11
"14301",4,198,86,1
"14302",4,198,88,11
"14303",4,198,92,29
"14304",4,198,94,1
"14305",4,198,96,20
"14306",4,198,98,1
"14307",4,198,100,43
"14308",4,199,55,1
"14309",4,199,56,2
"14310",4,199,59,1
"14311",4,199,60,7
"14312",4,199,63,1
"14313",4,199,64,2
"14314",4,199,66,1
"14315",4,199,67,2
"14316",4,199,68,11
"14317",4,199,69,1
"14318",4,199,70,1
"14319",4,199,71,4
"14320",4,199,72,6
"14321",4,199,74,1
"14322",4,199,76,8
"14323",4,199,79,2
"14324",4,199,80,8
"14325",4,199,81,1
"14326",4,199,83,1
"14327",4,199,84,12
"14328",4,199,88,14
"14329",4,199,91,1
"14330",4,199,92,29
"14331",4,199,96,15
"14332",4,199,100,39
"14333",4,200,52,3
"14334",4,200,56,26
"14335",4,200,60,39
"14336",4,200,64,26
"14337",4,200,68,35
"14338",4,200,72,19
"14339",4,200,73,1
"14340",4,200,76,26
"14341",4,200,77,1
"14342",4,200,79,1
"14343",4,200,80,23
"14344",4,200,84,35
"14345",4,200,88,36
"14346",4,200,90,1
"14347",4,200,92,56
"14348",4,200,96,98
"14349",4,200,100,70
"14350",4,201,57,2
"14351",4,201,60,1
"14352",4,201,61,1
"14353",4,201,64,3
"14354",4,201,65,1
"14355",4,201,66,1
"14356",4,201,68,8
"14357",4,201,69,2
"14358",4,201,72,4
"14359",4,201,73,1
"14360",4,201,76,6
"14361",4,201,80,10
"14362",4,201,81,1
"14363",4,201,82,2
"14364",4,201,84,10
"14365",4,201,85,1
"14366",4,201,88,6
"14367",4,201,89,1
"14368",4,201,92,25
"14369",4,201,96,15
"14370",4,201,100,51
"14371",4,202,52,1
"14372",4,202,60,4
"14373",4,202,64,4
"14374",4,202,68,7
"14375",4,202,70,2
"14376",4,202,72,3
"14377",4,202,76,4
"14378",4,202,78,2
"14379",4,202,80,8
"14380",4,202,81,1
"14381",4,202,82,2
"14382",4,202,84,8
"14383",4,202,87,1
"14384",4,202,88,11
"14385",4,202,90,1
"14386",4,202,92,26
"14387",4,202,96,22
"14388",4,202,98,1
"14389",4,202,100,45
"14390",4,203,59,1
"14391",4,203,60,8
"14392",4,203,64,8
"14393",4,203,67,1
"14394",4,203,68,8
"14395",4,203,70,1
"14396",4,203,72,2
"14397",4,203,75,3
"14398",4,203,76,5
"14399",4,203,77,1
"14400",4,203,79,2
"14401",4,203,80,11
"14402",4,203,83,1
"14403",4,203,84,9
"14404",4,203,88,7
"14405",4,203,91,1
"14406",4,203,92,36
"14407",4,203,96,14
"14408",4,203,100,49
"14409",4,204,52,1
"14410",4,204,56,19
"14411",4,204,60,33
"14412",4,204,64,22
"14413",4,204,68,24
"14414",4,204,72,15
"14415",4,204,73,1
"14416",4,204,76,24
"14417",4,204,77,1
"14418",4,204,78,1
"14419",4,204,80,17
"14420",4,204,81,1
"14421",4,204,84,36
"14422",4,204,86,1
"14423",4,204,88,37
"14424",4,204,89,1
"14425",4,204,90,1
"14426",4,204,92,58
"14427",4,204,96,87
"14428",4,204,100,62
"14429",4,205,57,1
"14430",4,205,63,1
"14431",4,205,64,3
"14432",4,205,65,1
"14433",4,205,68,5
"14434",4,205,69,2
"14435",4,205,72,5
"14436",4,205,73,2
"14437",4,205,76,5
"14438",4,205,77,1
"14439",4,205,78,1
"14440",4,205,80,3
"14441",4,205,81,3
"14442",4,205,82,1
"14443",4,205,83,1
"14444",4,205,84,12
"14445",4,205,88,8
"14446",4,205,92,22
"14447",4,205,96,20
"14448",4,205,100,49
"14449",4,206,56,1
"14450",4,206,60,4
"14451",4,206,64,1
"14452",4,206,66,1
"14453",4,206,68,6
"14454",4,206,70,1
"14455",4,206,72,2
"14456",4,206,75,1
"14457",4,206,76,3
"14458",4,206,80,6
"14459",4,206,84,10
"14460",4,206,88,8
"14461",4,206,92,24
"14462",4,206,93,1
"14463",4,206,94,1
"14464",4,206,96,15
"14465",4,206,100,48
"14466",4,207,56,1
"14467",4,207,59,2
"14468",4,207,60,7
"14469",4,207,64,2
"14470",4,207,65,1
"14471",4,207,67,1
"14472",4,207,68,2
"14473",4,207,69,2
"14474",4,207,71,1
"14475",4,207,72,2
"14476",4,207,76,2
"14477",4,207,80,7
"14478",4,207,83,1
"14479",4,207,84,8
"14480",4,207,88,10
"14481",4,207,92,25
"14482",4,207,96,19
"14483",4,207,100,43
"14484",4,208,52,1
"14485",4,208,56,3
"14486",4,208,60,18
"14487",4,208,64,32
"14488",4,208,65,1
"14489",4,208,68,21
"14490",4,208,70,1
"14491",4,208,72,19
"14492",4,208,76,23
"14493",4,208,80,21
"14494",4,208,84,29
"14495",4,208,88,40
"14496",4,208,89,1
"14497",4,208,91,1
"14498",4,208,92,50
"14499",4,208,96,86
"14500",4,208,100,46
"14501",4,209,56,1
"14502",4,209,59,1
"14503",4,209,60,1
"14504",4,209,64,1
"14505",4,209,66,1
"14506",4,209,68,7
"14507",4,209,70,1
"14508",4,209,72,6
"14509",4,209,75,1
"14510",4,209,76,5
"14511",4,209,77,1
"14512",4,209,78,1
"14513",4,209,80,5
"14514",4,209,84,12
"14515",4,209,88,8
"14516",4,209,92,22
"14517",4,209,93,1
"14518",4,209,96,9
"14519",4,209,100,61
"14520",4,210,56,1
"14521",4,210,64,1
"14522",4,210,68,3
"14523",4,210,70,2
"14524",4,210,72,5
"14525",4,210,74,1
"14526",4,210,76,4
"14527",4,210,80,5
"14528",4,210,82,1
"14529",4,210,83,1
"14530",4,210,84,8
"14531",4,210,87,1
"14532",4,210,88,7
"14533",4,210,92,23
"14534",4,210,96,12
"14535",4,210,100,39
"14536",4,211,56,1
"14537",4,211,59,1
"14538",4,211,60,1
"14539",4,211,62,1
"14540",4,211,63,4
"14541",4,211,64,1
"14542",4,211,67,2
"14543",4,211,68,2
"14544",4,211,70,1
"14545",4,211,71,1
"14546",4,211,72,4
"14547",4,211,76,2
"14548",4,211,79,1
"14549",4,211,80,6
"14550",4,211,81,1
"14551",4,211,82,2
"14552",4,211,83,1
"14553",4,211,84,6
"14554",4,211,88,9
"14555",4,211,89,1
"14556",4,211,92,24
"14557",4,211,96,13
"14558",4,211,100,56
"14559",4,212,56,7
"14560",4,212,60,26
"14561",4,212,64,25
"14562",4,212,68,20
"14563",4,212,72,21
"14564",4,212,76,11
"14565",4,212,80,17
"14566",4,212,84,20
"14567",4,212,88,40
"14568",4,212,92,48
"14569",4,212,95,1
"14570",4,212,96,66
"14571",4,212,100,65
"14572",4,213,60,1
"14573",4,213,64,4
"14574",4,213,65,1
"14575",4,213,68,2
"14576",4,213,69,1
"14577",4,213,71,1
"14578",4,213,72,1
"14579",4,213,76,4
"14580",4,213,77,1
"14581",4,213,80,3
"14582",4,213,84,8
"14583",4,213,88,7
"14584",4,213,92,25
"14585",4,213,96,15
"14586",4,213,100,39
"14587",4,214,60,1
"14588",4,214,64,1
"14589",4,214,68,2
"14590",4,214,70,1
"14591",4,214,72,2
"14592",4,214,73,1
"14593",4,214,74,3
"14594",4,214,76,3
"14595",4,214,78,2
"14596",4,214,80,7
"14597",4,214,82,2
"14598",4,214,84,5
"14599",4,214,85,1
"14600",4,214,88,16
"14601",4,214,92,29
"14602",4,214,96,12
"14603",4,214,100,41
"14604",4,215,60,1
"14605",4,215,63,1
"14606",4,215,65,1
"14607",4,215,67,1
"14608",4,215,68,3
"14609",4,215,72,1
"14610",4,215,74,1
"14611",4,215,76,4
"14612",4,215,80,2
"14613",4,215,84,8
"14614",4,215,88,4
"14615",4,215,92,23
"14616",4,215,96,11
"14617",4,215,98,1
"14618",4,215,100,41
"14619",4,216,56,3
"14620",4,216,60,15
"14621",4,216,64,27
"14622",4,216,68,22
"14623",4,216,72,14
"14624",4,216,76,20
"14625",4,216,80,11
"14626",4,216,84,16
"14627",4,216,85,1
"14628",4,216,88,23
"14629",4,216,92,48
"14630",4,216,96,57
"14631",4,216,100,47
"14632",4,217,60,1
"14633",4,217,68,1
"14634",4,217,72,4
"14635",4,217,73,1
"14636",4,217,76,2
"14637",4,217,80,1
"14638",4,217,81,1
"14639",4,217,84,12
"14640",4,217,85,1
"14641",4,217,88,8
"14642",4,217,92,23
"14643",4,217,96,7
"14644",4,217,100,40
"14645",4,218,60,2
"14646",4,218,66,1
"14647",4,218,68,3
"14648",4,218,69,1
"14649",4,218,70,1
"14650",4,218,72,2
"14651",4,218,74,1
"14652",4,218,76,1
"14653",4,218,78,2
"14654",4,218,80,2
"14655",4,218,82,2
"14656",4,218,84,5
"14657",4,218,88,5
"14658",4,218,91,1
"14659",4,218,92,19
"14660",4,218,96,9
"14661",4,218,100,35
"14662",4,219,59,1
"14663",4,219,63,1
"14664",4,219,64,3
"14665",4,219,67,1
"14666",4,219,68,2
"14667",4,219,72,1
"14668",4,219,76,2
"14669",4,219,83,1
"14670",4,219,84,1
"14671",4,219,88,4
"14672",4,219,89,1
"14673",4,219,92,23
"14674",4,219,93,1
"14675",4,219,96,8
"14676",4,219,100,35
"14677",4,220,56,1
"14678",4,220,60,14
"14679",4,220,64,21
"14680",4,220,68,14
"14681",4,220,72,8
"14682",4,220,74,1
"14683",4,220,76,6
"14684",4,220,80,13
"14685",4,220,84,15
"14686",4,220,86,1
"14687",4,220,88,18
"14688",4,220,89,1
"14689",4,220,92,38
"14690",4,220,96,49
"14691",4,220,100,65
"14692",4,221,61,1
"14693",4,221,63,1
"14694",4,221,68,1
"14695",4,221,69,2
"14696",4,221,72,1
"14697",4,221,76,1
"14698",4,221,77,1
"14699",4,221,80,2
"14700",4,221,81,1
"14701",4,221,84,4
"14702",4,221,88,4
"14703",4,221,89,2
"14704",4,221,92,23
"14705",4,221,96,5
"14706",4,221,100,31
"14707",4,222,60,1
"14708",4,222,66,1
"14709",4,222,68,2
"14710",4,222,70,1
"14711",4,222,74,2
"14712",4,222,76,1
"14713",4,222,78,1
"14714",4,222,80,6
"14715",4,222,82,2
"14716",4,222,84,6
"14717",4,222,88,4
"14718",4,222,92,25
"14719",4,222,96,6
"14720",4,222,100,35
"14721",4,223,64,2
"14722",4,223,71,1
"14723",4,223,75,1
"14724",4,223,80,4
"14725",4,223,84,6
"14726",4,223,88,2
"14727",4,223,90,1
"14728",4,223,92,13
"14729",4,223,96,11
"14730",4,223,100,31
"14731",4,224,60,4
"14732",4,224,64,8
"14733",4,224,68,7
"14734",4,224,72,6
"14735",4,224,74,1
"14736",4,224,76,9
"14737",4,224,80,13
"14738",4,224,84,23
"14739",4,224,88,23
"14740",4,224,92,45
"14741",4,224,96,42
"14742",4,224,100,56
"14743",4,225,64,1
"14744",4,225,68,2
"14745",4,225,72,2
"14746",4,225,76,2
"14747",4,225,77,1
"14748",4,225,78,1
"14749",4,225,80,2
"14750",4,225,81,3
"14751",4,225,84,6
"14752",4,225,88,3
"14753",4,225,89,1
"14754",4,225,92,13
"14755",4,225,96,8
"14756",4,225,100,32
"14757",4,226,58,1
"14758",4,226,60,1
"14759",4,226,66,1
"14760",4,226,70,1
"14761",4,226,76,2
"14762",4,226,78,2
"14763",4,226,80,2
"14764",4,226,83,1
"14765",4,226,84,3
"14766",4,226,88,6
"14767",4,226,90,1
"14768",4,226,92,15
"14769",4,226,96,6
"14770",4,226,97,1
"14771",4,226,100,21
"14772",4,227,63,1
"14773",4,227,64,4
"14774",4,227,68,1
"14775",4,227,72,2
"14776",4,227,75,1
"14777",4,227,76,2
"14778",4,227,80,2
"14779",4,227,83,1
"14780",4,227,84,2
"14781",4,227,88,5
"14782",4,227,92,16
"14783",4,227,95,1
"14784",4,227,96,7
"14785",4,227,100,30
"14786",4,228,60,2
"14787",4,228,64,14
"14788",4,228,68,10
"14789",4,228,72,9
"14790",4,228,75,1
"14791",4,228,76,5
"14792",4,228,80,11
"14793",4,228,84,14
"14794",4,228,88,15
"14795",4,228,92,38
"14796",4,228,96,36
"14797",4,228,100,52
"14798",4,229,64,2
"14799",4,229,65,1
"14800",4,229,68,1
"14801",4,229,70,1
"14802",4,229,72,1
"14803",4,229,73,1
"14804",4,229,76,1
"14805",4,229,77,1
"14806",4,229,84,8
"14807",4,229,88,4
"14808",4,229,92,11
"14809",4,229,96,9
"14810",4,229,100,32
"14811",4,230,68,1
"14812",4,230,70,1
"14813",4,230,72,1
"14814",4,230,79,1
"14815",4,230,80,1
"14816",4,230,84,1
"14817",4,230,88,3
"14818",4,230,89,1
"14819",4,230,90,1
"14820",4,230,92,8
"14821",4,230,96,7
"14822",4,230,100,30
"14823",4,231,64,1
"14824",4,231,67,1
"14825",4,231,68,1
"14826",4,231,72,1
"14827",4,231,76,1
"14828",4,231,79,1
"14829",4,231,80,2
"14830",4,231,84,3
"14831",4,231,87,1
"14832",4,231,88,2
"14833",4,231,92,14
"14834",4,231,96,6
"14835",4,231,100,21
"14836",4,232,60,1
"14837",4,232,64,5
"14838",4,232,68,6
"14839",4,232,72,6
"14840",4,232,74,1
"14841",4,232,76,6
"14842",4,232,80,9
"14843",4,232,84,14
"14844",4,232,88,14
"14845",4,232,92,28
"14846",4,232,96,32
"14847",4,232,100,50
"14848",4,233,66,1
"14849",4,233,68,1
"14850",4,233,69,1
"14851",4,233,70,1
"14852",4,233,76,2
"14853",4,233,81,1
"14854",4,233,84,2
"14855",4,233,86,1
"14856",4,233,88,1
"14857",4,233,92,8
"14858",4,233,93,1
"14859",4,233,96,5
"14860",4,233,100,22
"14861",4,234,72,1
"14862",4,234,74,1
"14863",4,234,80,1
"14864",4,234,82,1
"14865",4,234,84,4
"14866",4,234,88,6
"14867",4,234,89,1
"14868",4,234,92,5
"14869",4,234,96,5
"14870",4,234,100,19
"14871",4,235,67,1
"14872",4,235,68,1
"14873",4,235,79,2
"14874",4,235,83,1
"14875",4,235,84,4
"14876",4,235,88,3
"14877",4,235,92,6
"14878",4,235,96,9
"14879",4,235,100,14
"14880",4,236,60,2
"14881",4,236,64,6
"14882",4,236,68,9
"14883",4,236,72,6
"14884",4,236,76,3
"14885",4,236,78,1
"14886",4,236,80,8
"14887",4,236,84,11
"14888",4,236,86,1
"14889",4,236,88,8
"14890",4,236,92,32
"14891",4,236,96,15
"14892",4,236,100,49
"14893",4,237,81,1
"14894",4,237,84,6
"14895",4,237,88,6
"14896",4,237,89,1
"14897",4,237,92,11
"14898",4,237,96,9
"14899",4,237,100,16
"14900",4,238,64,1
"14901",4,238,66,1
"14902",4,238,70,1
"14903",4,238,74,2
"14904",4,238,76,1
"14905",4,238,82,3
"14906",4,238,84,2
"14907",4,238,86,1
"14908",4,238,88,2
"14909",4,238,92,5
"14910",4,238,96,5
"14911",4,238,100,21
"14912",4,239,75,1
"14913",4,239,79,2
"14914",4,239,81,1
"14915",4,239,84,1
"14916",4,239,88,1
"14917",4,239,92,5
"14918",4,239,96,3
"14919",4,239,100,14
"14920",4,240,67,1
"14921",4,240,68,5
"14922",4,240,72,4
"14923",4,240,76,6
"14924",4,240,78,1
"14925",4,240,80,9
"14926",4,240,84,5
"14927",4,240,88,8
"14928",4,240,92,29
"14929",4,240,96,14
"14930",4,240,100,49
"14931",4,241,69,1
"14932",4,241,76,1
"14933",4,241,77,1
"14934",4,241,84,3
"14935",4,241,85,1
"14936",4,241,88,1
"14937",4,241,92,13
"14938",4,241,96,7
"14939",4,241,100,13
"14940",4,242,71,1
"14941",4,242,72,1
"14942",4,242,74,2
"14943",4,242,80,3
"14944",4,242,81,1
"14945",4,242,82,2
"14946",4,242,84,1
"14947",4,242,86,1
"14948",4,242,88,1
"14949",4,242,92,6
"14950",4,242,94,1
"14951",4,242,96,6
"14952",4,242,100,8
"14953",4,243,76,1
"14954",4,243,79,2
"14955",4,243,84,2
"14956",4,243,88,4
"14957",4,243,95,1
"14958",4,243,96,2
"14959",4,243,100,15
"14960",4,244,64,1
"14961",4,244,68,1
"14962",4,244,72,6
"14963",4,244,76,6
"14964",4,244,80,4
"14965",4,244,84,5
"14966",4,244,88,6
"14967",4,244,92,34
"14968",4,244,96,11
"14969",4,244,100,49
"14970",4,245,76,1
"14971",4,245,77,1
"14972",4,245,80,2
"14973",4,245,81,1
"14974",4,245,84,2
"14975",4,245,92,7
"14976",4,245,96,1
"14977",4,245,100,15
"14978",4,246,84,2
"14979",4,246,88,3
"14980",4,246,90,1
"14981",4,246,92,4
"14982",4,246,96,3
"14983",4,246,100,12
"14984",4,247,64,1
"14985",4,247,72,1
"14986",4,247,74,1
"14987",4,247,84,1
"14988",4,247,87,1
"14989",4,247,92,3
"14990",4,247,96,4
"14991",4,247,100,11
"14992",4,248,64,1
"14993",4,248,68,3
"14994",4,248,72,4
"14995",4,248,76,2
"14996",4,248,80,4
"14997",4,248,84,16
"14998",4,248,88,6
"14999",4,248,92,24
"15000",4,248,96,10
"15001",4,248,97,1
"15002",4,248,100,47
"15003",4,249,68,1
"15004",4,249,84,2
"15005",4,249,92,1
"15006",4,249,96,2
"15007",4,249,100,12
"15008",4,250,80,1
"15009",4,250,92,6
"15010",4,250,96,6
"15011",4,250,100,11
"15012",4,251,75,1
"15013",4,251,84,1
"15014",4,251,92,4
"15015",4,251,96,2
"15016",4,251,97,1
"15017",4,251,100,10
"15018",4,252,76,5
"15019",4,252,80,5
"15020",4,252,84,7
"15021",4,252,87,1
"15022",4,252,88,8
"15023",4,252,92,26
"15024",4,252,96,8
"15025",4,252,100,32
"15026",4,253,80,2
"15027",4,253,85,1
"15028",4,253,88,1
"15029",4,253,92,4
"15030",4,253,93,1
"15031",4,253,96,1
"15032",4,253,100,13
"15033",4,254,70,1
"15034",4,254,72,1
"15035",4,254,84,2
"15036",4,254,88,1
"15037",4,254,90,1
"15038",4,254,92,3
"15039",4,254,96,2
"15040",4,254,100,14
"15041",4,255,80,1
"15042",4,255,83,1
"15043",4,255,84,1
"15044",4,255,87,1
"15045",4,255,88,1
"15046",4,255,92,4
"15047",4,255,96,2
"15048",4,255,100,6
"15049",4,256,72,3
"15050",4,256,76,1
"15051",4,256,80,4
"15052",4,256,84,2
"15053",4,256,88,3
"15054",4,256,92,16
"15055",4,256,96,3
"15056",4,256,100,36
"15057",4,257,80,1
"15058",4,257,84,1
"15059",4,257,89,1
"15060",4,257,92,2
"15061",4,257,96,1
"15062",4,257,100,7
"15063",4,258,92,3
"15064",4,258,96,3
"15065",4,258,97,1
"15066",4,258,98,1
"15067",4,258,100,3
"15068",4,259,79,1
"15069",4,259,87,1
"15070",4,259,92,3
"15071",4,259,96,2
"15072",4,259,98,1
"15073",4,259,100,8
"15074",4,260,76,4
"15075",4,260,84,6
"15076",4,260,88,1
"15077",4,260,92,16
"15078",4,260,96,8
"15079",4,260,100,38
"15080",4,261,80,1
"15081",4,261,81,1
"15082",4,261,84,2
"15083",4,261,88,1
"15084",4,261,92,6
"15085",4,261,96,3
"15086",4,261,100,10
"15087",4,262,80,1
"15088",4,262,82,1
"15089",4,262,84,2
"15090",4,262,92,4
"15091",4,262,94,1
"15092",4,262,100,5
"15093",4,263,79,1
"15094",4,263,84,1
"15095",4,263,87,1
"15096",4,263,91,1
"15097",4,263,92,3
"15098",4,263,96,1
"15099",4,263,100,6
"15100",4,264,88,2
"15101",4,264,92,18
"15102",4,264,96,3
"15103",4,264,100,31
"15104",4,265,84,1
"15105",4,265,88,1
"15106",4,265,92,2
"15107",4,265,100,8
"15108",4,266,82,1
"15109",4,266,92,1
"15110",4,266,100,3
"15111",4,267,76,1
"15112",4,267,92,1
"15113",4,267,100,5
"15114",4,268,84,1
"15115",4,268,88,2
"15116",4,268,92,8
"15117",4,268,96,6
"15118",4,268,100,33
"15119",4,269,85,1
"15120",4,269,93,1
"15121",4,269,100,1
"15122",4,270,76,1
"15123",4,270,84,1
"15124",4,270,90,1
"15125",4,270,92,3
"15126",4,270,100,8
"15127",4,271,84,2
"15128",4,271,100,2
"15129",4,272,84,1
"15130",4,272,88,1
"15131",4,272,92,7
"15132",4,272,96,1
"15133",4,272,100,20
"15134",4,273,85,1
"15135",4,273,100,11
"15136",4,274,78,1
"15137",4,274,92,1
"15138",4,274,96,1
"15139",4,274,100,1
"15140",4,275,80,1
"15141",4,275,92,2
"15142",4,275,100,4
"15143",4,276,75,1
"15144",4,276,84,1
"15145",4,276,92,3
"15146",4,276,96,1
"15147",4,276,100,14
"15148",4,277,84,1
"15149",4,277,92,3
"15150",4,277,100,3
"15151",4,278,100,3
"15152",4,279,92,1
"15153",4,279,100,1
"15154",4,280,80,1
"15155",4,280,92,3
"15156",4,280,100,8
"15157",4,281,81,1
"15158",4,281,92,2
"15159",4,281,97,1
"15160",4,281,100,4
"15161",4,282,92,1
"15162",4,283,92,1
"15163",4,283,100,1
"15164",4,284,80,1
"15165",4,284,91,1
"15166",4,284,92,4
"15167",4,284,96,2
"15168",4,284,100,11
"15169",4,287,100,2
"15170",4,288,100,8
"15171",4,289,100,3
"15172",4,290,92,1
"15173",4,291,92,1
"15174",4,292,96,1
"15175",4,292,100,6
"15176",4,293,100,1
"15177",4,294,98,1
"15178",4,296,100,5
"15179",4,297,100,1
"15180",4,298,76,1
"15181",4,298,98,1
"15182",4,298,100,1
"15183",4,299,100,1
"15184",4,300,100,1
"15185",4,303,84,1
"15186",4,303,92,1
"15187",4,303,100,2
"15188",4,304,92,1
"15189",4,304,100,2
"15190",4,305,92,2
"15191",4,305,97,1
"15192",4,308,100,2
"15193",4,309,100,1
"15194",4,310,100,1
"15195",4,312,100,1
"15196",4,316,100,2
"15197",4,317,100,1
"15198",4,320,100,1
"15199",4,343,100,1
"15200",5,15,4,1
"15201",5,18,4,1
"15202",5,20,4,7
"15203",5,20,6,1
"15204",5,21,8,3
"15205",5,22,6,3
"15206",5,22,9,1
"15207",5,23,9,2
"15208",5,23,10,1
"15209",5,24,8,1
"15210",5,24,10,1
"15211",5,24,11,1
"15212",5,25,9,4
"15213",5,25,12,2
"15214",5,26,8,2
"15215",5,26,10,9
"15216",5,26,11,1
"15217",5,26,13,1
"15218",5,27,8,2
"15219",5,27,9,1
"15220",5,27,11,5
"15221",5,27,14,1
"15222",5,28,8,4
"15223",5,28,9,1
"15224",5,28,10,1
"15225",5,28,11,1
"15226",5,28,12,5
"15227",5,28,13,1
"15228",5,28,14,1
"15229",5,29,8,1
"15230",5,29,9,4
"15231",5,29,10,2
"15232",5,29,11,1
"15233",5,29,12,3
"15234",5,29,13,2
"15235",5,29,16,1
"15236",5,30,8,2
"15237",5,30,9,1
"15238",5,30,10,4
"15239",5,30,11,2
"15240",5,30,12,2
"15241",5,30,14,1
"15242",5,31,8,2
"15243",5,31,9,1
"15244",5,31,10,5
"15245",5,31,11,6
"15246",5,31,12,2
"15247",5,31,13,2
"15248",5,31,15,1
"15249",5,31,16,1
"15250",5,32,8,2
"15251",5,32,10,7
"15252",5,32,11,5
"15253",5,32,12,7
"15254",5,32,13,1
"15255",5,32,15,1
"15256",5,33,9,3
"15257",5,33,10,2
"15258",5,33,11,2
"15259",5,33,12,7
"15260",5,33,13,4
"15261",5,33,14,2
"15262",5,33,16,1
"15263",5,33,17,1
"15264",5,34,10,6
"15265",5,34,11,3
"15266",5,34,12,13
"15267",5,34,13,6
"15268",5,34,14,3
"15269",5,34,15,2
"15270",5,34,16,1
"15271",5,34,18,3
"15272",5,35,10,3
"15273",5,35,11,2
"15274",5,35,12,10
"15275",5,35,13,9
"15276",5,35,14,4
"15277",5,35,20,1
"15278",5,36,9,1
"15279",5,36,10,1
"15280",5,36,11,2
"15281",5,36,12,9
"15282",5,36,13,5
"15283",5,36,14,2
"15284",5,36,15,4
"15285",5,36,16,4
"15286",5,36,17,1
"15287",5,36,20,5
"15288",5,37,10,2
"15289",5,37,11,4
"15290",5,37,12,6
"15291",5,37,13,7
"15292",5,37,14,6
"15293",5,37,15,1
"15294",5,37,16,2
"15295",5,37,24,1
"15296",5,38,8,1
"15297",5,38,10,1
"15298",5,38,11,7
"15299",5,38,12,4
"15300",5,38,13,3
"15301",5,38,14,4
"15302",5,38,15,2
"15303",5,38,16,3
"15304",5,39,10,1
"15305",5,39,11,5
"15306",5,39,12,9
"15307",5,39,13,2
"15308",5,39,14,2
"15309",5,39,15,3
"15310",5,39,16,3
"15311",5,39,17,1
"15312",5,39,18,1
"15313",5,39,19,2
"15314",5,39,23,2
"15315",5,40,11,5
"15316",5,40,12,7
"15317",5,40,13,7
"15318",5,40,14,4
"15319",5,40,15,1
"15320",5,40,16,3
"15321",5,40,20,1
"15322",5,40,21,1
"15323",5,40,24,4
"15324",5,41,11,3
"15325",5,41,12,6
"15326",5,41,13,6
"15327",5,41,15,1
"15328",5,41,16,4
"15329",5,41,17,1
"15330",5,41,18,1
"15331",5,41,19,1
"15332",5,41,24,1
"15333",5,41,28,1
"15334",5,42,10,1
"15335",5,42,11,4
"15336",5,42,12,11
"15337",5,42,13,7
"15338",5,42,14,8
"15339",5,42,15,2
"15340",5,42,16,3
"15341",5,42,20,4
"15342",5,42,24,3
"15343",5,43,11,1
"15344",5,43,12,7
"15345",5,43,13,10
"15346",5,43,14,7
"15347",5,43,15,2
"15348",5,43,16,1
"15349",5,43,17,1
"15350",5,43,19,2
"15351",5,43,20,1
"15352",5,43,21,2
"15353",5,43,23,2
"15354",5,44,11,3
"15355",5,44,12,6
