Mode,instance,UserTime,SysTime,WallTime,E_arm,E_mem,E_gpu,E_little,tetris
Tetris wsil,i2,15.74,0.29,8.17,39.632259,0.602270,0.122295,3.264356,0
Tetris wsil,i2,15.77,0.29,8.15,40.355246,0.581493,0.122295,3.294338,0
Tetris wsil,i2,15.79,0.27,8.16,40.358139,0.599640,0.122295,3.262252,0
Tetris wsil,i2,15.64,0.34,8.12,39.614901,0.585175,0.118350,3.230429,0
Tetris wsil,i2,15.71,0.27,8.12,39.838714,0.575181,0.122295,3.320375,0
Tetris wsil,i2,15.68,0.33,8.15,40.027811,0.576233,0.122295,3.327739,0
Tetris wsil,i2,15.65,0.34,8.13,39.638834,0.584912,0.122295,3.327739,0
Tetris wsil,i2,15.81,0.24,8.19,40.379705,0.598062,0.122295,3.263830,0
Tetris wsil,i3,15.04,0.25,7.96,42.769323,0.587016,0.099414,3.797457,0
Tetris wsil,i3,15.72,0.29,8.11,40.019921,0.583071,0.118876,3.240160,0
Tetris wsil,i3,15.70,0.32,8.10,40.227691,0.592802,0.124925,3.230955,0
Tetris wsil,i3,15.69,0.35,8.16,39.384513,0.581493,0.129922,3.278295,0
Tetris wsil,i3,15.73,0.27,8.16,40.324212,0.603059,0.133604,3.356669,0
Tetris wsil,i3,15.89,0.21,8.16,41.911943,0.604637,0.133867,3.328265,0
Tetris wsil,i3,15.66,0.43,8.18,40.465706,0.598325,0.130711,3.304858,0
Tetris wsil,i3,15.78,0.27,8.16,41.480886,0.607004,0.130974,3.347464,0
Tetris wsil,i3,15.82,0.26,8.18,41.045621,0.608056,0.130448,3.323531,0
Tetris wsil,i3,15.78,0.27,8.12,39.700639,0.587279,0.126240,3.228851,0
Tetris wsil,i3,15.79,0.27,8.18,40.703984,0.603059,0.129659,3.272509,0
Tetris wsil,i3,15.70,0.36,8.17,40.948311,0.604637,0.128081,3.300650,0
Tetris wsil,i3,15.70,0.34,8.14,39.937602,0.607793,0.129133,3.334840,0
Tetris wsil,i3,15.76,0.26,8.16,40.792615,0.595695,0.124662,3.304595,0
Tetris wsil,i3,15.82,0.26,8.15,40.169831,0.603059,0.124136,3.291971,0
Tetris wsil,i3,15.84,0.26,8.17,40.631396,0.602796,0.122295,3.272509,0
Tetris wsil,i3,15.71,0.37,8.15,39.607274,0.586490,0.122295,3.292234,0
Tetris wsil,i3,15.70,0.28,8.15,40.637445,0.580178,0.122295,3.334314,0
Tetris wsil,i3,15.74,0.32,8.13,39.495762,0.583071,0.118350,3.303017,0
Tetris wsil,i3,15.75,0.30,8.14,39.928134,0.582282,0.118350,3.188349,0
Tetris wsil,i3,15.73,0.33,8.15,38.806176,0.597273,0.122295,3.261200,0
Tetris wsil,i3,15.67,0.32,8.13,40.004667,0.579652,0.122295,3.341678,0
Tetris wsil,i3,15.69,0.33,8.15,41.496929,0.589909,0.122295,3.328528,0
Tetris wsil,i3,15.69,0.32,8.17,40.764474,0.604637,0.122295,3.307488,0
Tetris wsil,i3,15.69,0.43,8.17,40.631659,0.595432,0.122295,3.275402,0
Tetris wsil,i3,15.70,0.35,8.14,39.802946,0.575181,0.118350,3.293286,0
Tetris wsil,i3,15.68,0.39,8.17,40.239263,0.597799,0.122295,3.284607,0
Tetris wsil,i3,15.79,0.21,8.13,39.662241,0.583334,0.118350,3.307488,0
Tetris wsil,i3,15.78,0.26,8.13,39.692486,0.575181,0.118350,3.279347,0
Tetris wsil,i3,15.67,0.36,8.16,40.950941,0.600955,0.122295,3.259885,0
Tetris wsil,i3,15.82,0.23,8.16,40.773416,0.598062,0.122295,3.290919,0
Tetris wsil,i3,15.71,0.32,8.13,39.593335,0.582545,0.118350,3.265408,0
Tetris wsil,i3,15.74,0.35,8.17,41.062190,0.600429,0.122295,3.290656,0
Tetris wsil,i3,15.71,0.36,8.17,40.524092,0.599377,0.122295,3.263041,0
Tetris wsil,i3,15.63,0.35,8.12,39.612008,0.579915,0.118350,3.350620,0
Tetris wsil,i3,15.70,0.28,8.11,40.045432,0.581756,0.118350,3.248313,0
Tetris wsil,i3,15.75,0.29,8.13,39.656192,0.571762,0.118350,3.294338,0
Tetris wsil,i3,15.69,0.33,8.15,40.680314,0.594906,0.122295,3.294864,0
Tetris wsil,i3,15.78,0.25,8.14,39.436061,0.580967,0.118350,3.310907,0
Tetris wsil,i3,15.69,0.35,8.17,40.378390,0.597010,0.122295,3.259622,0
Tetris wsil,i3,15.70,0.32,8.17,41.025896,0.598851,0.122295,3.271194,0
Tetris wsil,i3,15.63,0.45,8.16,41.225513,0.606478,0.122295,3.260937,0
Tetris wsil,i3,15.67,0.33,8.13,38.925315,0.575707,0.122295,3.278558,0
Tetris wsil,i3,15.72,0.30,8.16,41.063768,0.602270,0.122295,3.264356,0
Tetris wsil,i3,15.73,0.34,8.16,41.499559,0.600955,0.122295,3.294338,0
Tetris wsil,i3,15.82,0.24,8.14,39.006845,0.580441,0.122295,3.262252,0
Tetris wsil,i3,15.73,0.28,8.11,39.614901,0.585175,0.118350,3.230429,0
Tetris wsil,i3,15.73,0.29,8.14,39.838714,0.575181,0.118350,3.212545,0
Tetris wsil,i3,15.76,0.25,8.14,40.027811,0.576233,0.118350,3.327739,0
Tetris wsil,i3,15.68,0.32,8.12,39.638834,0.584912,0.118350,3.223328,0
Tetris wsil,i3,15.70,0.32,8.17,38.810910,0.598062,0.122295,3.263830,0
Tetris wsil,i4,15.10,0.24,8.08,42.769323,0.587016,0.099414,3.797457,0
Tetris wsil,i4,15.78,0.26,8.26,41.077444,0.602270,0.123084,3.346938,0
Tetris wsil,i4,15.72,0.32,8.25,41.424078,0.612264,0.129133,3.338522,0
Tetris wsil,i4,15.79,0.32,8.26,40.887821,0.600692,0.129922,3.278295,0
Tetris wsil,i4,15.68,0.34,8.20,41.510342,0.603059,0.133604,3.356669,0
Tetris wsil,i4,15.79,0.33,8.25,41.911943,0.604637,0.133867,3.328265,0
Tetris wsil,i4,15.80,0.31,8.27,40.465706,0.598325,0.130711,3.304858,0
Tetris wsil,i4,15.66,0.41,8.25,41.480886,0.607004,0.130974,3.347464,0
Tetris wsil,i4,15.79,0.32,8.28,41.045621,0.608056,0.130448,3.323531,0
Tetris wsil,i4,15.79,0.30,8.24,40.811025,0.606478,0.130448,3.338522,0
Tetris wsil,i4,15.79,0.31,8.26,40.703984,0.603059,0.129659,3.272509,0
Tetris wsil,i4,15.77,0.30,8.25,40.948311,0.604637,0.128081,3.300650,0
Tetris wsil,i4,15.78,0.29,8.24,41.173439,0.607793,0.129133,3.334840,0
Tetris wsil,i4,15.73,0.34,8.24,40.792615,0.595695,0.124662,3.304595,0
Tetris wsil,i4,15.80,0.33,8.27,41.157922,0.603059,0.124136,3.291971,0
Tetris wsil,i4,15.83,0.30,8.22,40.631396,0.602796,0.122295,3.272509,0
Tetris wsil,i4,15.87,0.24,8.22,40.730284,0.605689,0.122295,3.292234,0
Tetris wsil,i4,15.60,0.42,8.20,41.724687,0.599640,0.122295,3.334314,0
Tetris wsil,i4,15.80,0.30,8.25,40.948048,0.602533,0.122295,3.303017,0
Tetris wsil,i4,15.81,0.27,8.26,41.085597,0.601744,0.122295,3.293812,0
Tetris wsil,i4,15.87,0.23,8.26,40.252676,0.597273,0.122295,3.261200,0
Tetris wsil,i4,15.68,0.36,8.22,41.246027,0.598325,0.122295,3.341678,0
Tetris wsil,i4,15.76,0.27,8.22,41.496929,0.589909,0.122295,3.328528,0
Tetris wsil,i4,15.72,0.34,8.27,40.764474,0.604637,0.122295,3.307488,0
Tetris wsil,i4,15.77,0.30,8.25,40.631659,0.595432,0.122295,3.275402,0
Tetris wsil,i4,15.72,0.35,8.26,41.071921,0.593854,0.122295,3.293286,0
Tetris wsil,i4,15.80,0.29,8.26,40.239263,0.597799,0.122295,3.284607,0
Tetris wsil,i4,15.74,0.31,8.25,40.902023,0.602796,0.122295,3.307488,0
Tetris wsil,i4,15.77,0.29,8.26,40.906757,0.594380,0.122295,3.279347,0
Tetris wsil,i4,15.76,0.30,8.25,40.950941,0.600955,0.122295,3.259885,0
Tetris wsil,i4,15.85,0.23,8.26,40.773416,0.598062,0.122295,3.290919,0
Tetris wsil,i4,15.82,0.27,8.26,41.103218,0.602007,0.122295,3.265408,0
Tetris wsil,i4,15.76,0.32,8.24,41.062190,0.600429,0.122295,3.290656,0
Tetris wsil,i4,15.81,0.27,8.27,40.524092,0.599377,0.122295,3.263041,0
Tetris wsil,i4,15.70,0.30,8.21,40.884928,0.599114,0.122295,3.350620,0
Tetris wsil,i4,15.58,0.42,8.22,41.025107,0.600955,0.122295,3.352987,0
Tetris wsil,i4,15.86,0.20,8.25,41.083230,0.590961,0.122295,3.294338,0
Tetris wsil,i4,15.69,0.38,8.27,40.680314,0.594906,0.122295,3.294864,0
Tetris wsil,i4,15.86,0.20,8.23,40.536190,0.600429,0.122295,3.310907,0
Tetris wsil,i4,15.81,0.26,8.24,40.378390,0.597010,0.122295,3.259622,0
Tetris wsil,i4,15.72,0.35,8.24,41.025896,0.598851,0.122295,3.271194,0
Tetris wsil,i4,15.77,0.32,8.27,41.225513,0.606478,0.122295,3.260937,0
Tetris wsil,i4,15.74,0.32,8.24,40.436513,0.595169,0.122295,3.278558,0
Tetris wsil,i4,15.79,0.28,8.27,41.063768,0.602270,0.122295,3.264356,0
Tetris wsil,i4,15.71,0.37,8.24,41.499559,0.600955,0.122295,3.294338,0
Tetris wsil,i4,15.78,0.30,8.26,40.358139,0.599640,0.122295,3.262252,0
Tetris wsil,i4,15.69,0.34,8.25,40.855472,0.604374,0.122295,3.333525,0
Tetris wsil,i4,15.70,0.35,8.22,40.912280,0.593854,0.122295,3.320375,0
Tetris wsil,i4,15.70,0.34,8.24,41.165286,0.596484,0.122295,3.327739,0
Tetris wsil,i4,15.70,0.33,8.24,40.934898,0.604374,0.122295,3.327739,0
Tetris wsil,i4,15.76,0.30,8.27,40.379705,0.598062,0.122295,3.263830,0
